,event_id,load_id,trip_id,event_type,facility_id,scheduled_datetime,actual_datetime,detention_minutes,on_time_flag,location_city,location_state
123790,EVT00123791,LOAD00061896,TRIP00061896,Pickup,FAC00039,2026-03-07 17:00:00.000000,2026-03-07 18:02:19.041942,168.0,True,Portland,OR
123791,EVT00123792,LOAD00061896,TRIP00061896,Delivery,FAC00048,2026-03-07 21:20:19.041942,2026-03-08 01:02:48.782649,134.0,False,Seattle,WA
123792,EVT00123793,LOAD00061897,TRIP00061897,Pickup,FAC00022,2026-03-07 17:00:00.000000,2026-03-07 19:45:14.114832,123.0,False,Philadelphia,PA
123793,EVT00123794,LOAD00061897,TRIP00061897,Delivery,FAC00039,2026-03-07 21:39:14.114832,2026-03-07 23:54:44.626696,124.0,False,New York,NY
123794,EVT00123795,LOAD00061898,TRIP00061898,Pickup,FAC00048,2026-03-07 16:00:00.000000,2026-03-07 18:37:31.103811,150.0,False,Dallas,TX
123795,EVT00123796,LOAD00061898,TRIP00061898,Delivery,FAC00029,2026-03-08 08:31:31.103811,2026-03-08 09:26:02.105069,136.0,True,Indianapolis,IN
123796,EVT00123797,LOAD00061899,TRIP00061899,Pickup,FAC00001,2026-03-07 10:00:00.000000,2026-03-07 08:42:59.925438,155.0,True,Minneapolis,MN
123797,EVT00123798,LOAD00061899,TRIP00061899,Delivery,FAC00017,2026-03-08 04:24:59.925438,2026-03-08 01:57:40.147987,155.0,False,Houston,TX
123798,EVT00123799,LOAD00061900,TRIP00061900,Pickup,FAC00008,2026-03-07 09:00:00.000000,2026-03-07 09:16:36.704040,161.0,True,Miami,FL
123799,EVT00123800,LOAD00061900,TRIP00061900,Delivery,FAC00028,2026-03-08 08:16:36.704040,2026-03-08 05:49:46.017780,83.0,False,Dallas,TX
123800,EVT00123801,LOAD00061901,TRIP00061901,Pickup,FAC00006,2026-03-07 13:00:00.000000,2026-03-07 14:46:33.964384,172.0,True,Houston,TX
123801,EVT00123802,LOAD00061901,TRIP00061901,Delivery,FAC00019,2026-03-07 23:52:33.964384,2026-03-07 21:33:43.458125,60.0,False,Memphis,TN
123802,EVT00123803,LOAD00061902,TRIP00061902,Pickup,FAC00037,2026-03-07 10:00:00.000000,2026-03-07 10:36:04.093420,163.0,True,Kansas City,MO
123803,EVT00123804,LOAD00061902,TRIP00061902,Delivery,FAC00021,2026-03-08 15:42:04.093420,2026-03-08 18:19:49.709512,213.0,False,Los Angeles,CA
123804,EVT00123805,LOAD00061903,TRIP00061903,Pickup,FAC00024,2026-03-07 13:00:00.000000,2026-03-07 14:56:06.034783,77.0,True,Minneapolis,MN
123805,EVT00123806,LOAD00061903,TRIP00061903,Delivery,FAC00011,2026-03-08 19:50:06.034783,2026-03-08 20:12:49.798307,41.0,True,Los Angeles,CA
123806,EVT00123807,LOAD00061904,TRIP00061904,Pickup,FAC00008,2026-03-07 17:00:00.000000,2026-03-07 20:29:50.683938,44.0,False,Charlotte,NC
123807,EVT00123808,LOAD00061904,TRIP00061904,Delivery,FAC00047,2026-03-09 02:41:50.683938,2026-03-09 07:11:11.883489,54.0,False,Denver,CO
123808,EVT00123809,LOAD00061905,TRIP00061905,Pickup,FAC00013,2026-03-07 11:00:00.000000,2026-03-07 12:50:53.496261,42.0,True,Kansas City,MO
123809,EVT00123810,LOAD00061905,TRIP00061905,Delivery,FAC00010,2026-03-08 17:26:53.496261,2026-03-08 21:08:18.705464,36.0,False,Portland,OR
123810,EVT00123811,LOAD00061906,TRIP00061906,Pickup,FAC00020,2026-03-07 11:00:00.000000,2026-03-07 12:18:39.641166,119.0,True,Minneapolis,MN
123811,EVT00123812,LOAD00061906,TRIP00061906,Delivery,FAC00048,2026-03-08 07:30:39.641166,2026-03-08 12:19:10.691513,55.0,False,Houston,TX
123812,EVT00123813,LOAD00061907,TRIP00061907,Pickup,FAC00001,2026-03-07 12:00:00.000000,2026-03-07 11:15:47.307289,169.0,True,Portland,OR
123813,EVT00123814,LOAD00061907,TRIP00061907,Delivery,FAC00002,2026-03-09 09:03:47.307289,2026-03-09 12:45:31.833541,0.0,False,Columbus,OH
123814,EVT00123815,LOAD00061908,TRIP00061908,Pickup,FAC00006,2026-03-07 15:00:00.000000,2026-03-07 16:37:13.415998,36.0,True,Las Vegas,NV
123815,EVT00123816,LOAD00061908,TRIP00061908,Delivery,FAC00002,2026-03-09 18:37:13.415998,2026-03-09 16:50:25.935014,157.0,True,New York,NY
123816,EVT00123817,LOAD00061909,TRIP00061909,Pickup,FAC00027,2026-03-07 07:00:00.000000,2026-03-07 10:21:22.303313,54.0,False,Philadelphia,PA
123817,EVT00123818,LOAD00061909,TRIP00061909,Delivery,FAC00049,2026-03-07 23:33:22.303313,2026-03-07 22:39:44.229625,115.0,True,Indianapolis,IN
123818,EVT00123819,LOAD00061910,TRIP00061910,Pickup,FAC00003,2026-03-07 16:00:00.000000,2026-03-07 16:46:45.088364,132.0,True,Columbus,OH
123819,EVT00123820,LOAD00061910,TRIP00061910,Delivery,FAC00028,2026-03-09 09:46:45.088364,2026-03-09 13:13:09.810461,109.0,False,Los Angeles,CA
123820,EVT00123821,LOAD00061911,TRIP00061911,Pickup,FAC00046,2026-03-07 17:00:00.000000,2026-03-07 20:05:36.874112,0.0,False,New York,NY
123821,EVT00123822,LOAD00061911,TRIP00061911,Delivery,FAC00013,2026-03-07 21:59:36.874112,2026-03-07 19:39:15.181150,184.0,False,Philadelphia,PA
123822,EVT00123823,LOAD00061912,TRIP00061912,Pickup,FAC00004,2026-03-07 16:00:00.000000,2026-03-07 17:22:00.795736,139.0,True,Atlanta,GA
123823,EVT00123824,LOAD00061912,TRIP00061912,Delivery,FAC00040,2026-03-08 05:58:00.795736,2026-03-08 09:08:38.069521,227.0,False,Chicago,IL
123824,EVT00123825,LOAD00061913,TRIP00061913,Pickup,FAC00009,2026-03-07 09:00:00.000000,2026-03-07 12:41:54.776446,33.0,False,Columbus,OH
123825,EVT00123826,LOAD00061913,TRIP00061913,Delivery,FAC00027,2026-03-08 03:05:54.776446,2026-03-08 09:00:35.278063,86.0,False,Kansas City,MO
123826,EVT00123827,LOAD00061914,TRIP00061914,Pickup,FAC00019,2026-03-07 15:00:00.000000,2026-03-07 18:03:11.516294,1.0,False,Miami,FL
123827,EVT00123828,LOAD00061914,TRIP00061914,Delivery,FAC00012,2026-03-09 21:27:11.516294,2026-03-09 19:10:33.721467,0.0,False,Seattle,WA
123828,EVT00123829,LOAD00061915,TRIP00061915,Pickup,FAC00015,2026-03-07 14:00:00.000000,2026-03-07 16:27:30.238056,0.0,False,Columbus,OH
123829,EVT00123830,LOAD00061915,TRIP00061915,Delivery,FAC00003,2026-03-09 07:21:30.238056,2026-03-09 09:07:10.129784,34.0,True,Portland,OR
123830,EVT00123831,LOAD00061916,TRIP00061916,Pickup,FAC00039,2026-03-07 16:00:00.000000,2026-03-07 14:48:45.609716,0.0,True,Philadelphia,PA
123831,EVT00123832,LOAD00061916,TRIP00061916,Delivery,FAC00044,2026-03-07 16:24:45.609716,2026-03-07 21:20:24.284049,141.0,False,New York,NY
123832,EVT00123833,LOAD00061917,TRIP00061917,Pickup,FAC00011,2026-03-07 13:00:00.000000,2026-03-07 12:02:08.722743,0.0,True,Las Vegas,NV
123833,EVT00123834,LOAD00061917,TRIP00061917,Delivery,FAC00018,2026-03-09 10:44:08.722743,2026-03-09 09:52:29.728728,231.0,True,New York,NY
123834,EVT00123835,LOAD00061918,TRIP00061918,Pickup,FAC00004,2026-03-07 07:00:00.000000,2026-03-07 10:18:42.001512,19.0,False,Las Vegas,NV
123835,EVT00123836,LOAD00061918,TRIP00061918,Delivery,FAC00035,2026-03-08 07:06:42.001512,2026-03-08 08:43:01.410120,227.0,True,Kansas City,MO
123836,EVT00123837,LOAD00061919,TRIP00061919,Pickup,FAC00044,2026-03-07 14:00:00.000000,2026-03-07 13:40:40.851717,157.0,True,Kansas City,MO
123837,EVT00123838,LOAD00061919,TRIP00061919,Delivery,FAC00004,2026-03-08 19:16:40.851717,2026-03-08 21:02:21.262474,194.0,True,Los Angeles,CA
123838,EVT00123839,LOAD00061920,TRIP00061920,Pickup,FAC00039,2026-03-07 13:00:00.000000,2026-03-07 13:19:37.384520,126.0,True,Phoenix,AZ
123839,EVT00123840,LOAD00061920,TRIP00061920,Delivery,FAC00017,2026-03-08 10:37:37.384520,2026-03-08 11:12:42.123639,194.0,True,Kansas City,MO
123840,EVT00123841,LOAD00061921,TRIP00061921,Pickup,FAC00030,2026-03-07 10:00:00.000000,2026-03-07 13:01:48.070552,0.0,False,Minneapolis,MN
123841,EVT00123842,LOAD00061921,TRIP00061921,Delivery,FAC00030,2026-03-08 17:25:48.070552,2026-03-08 21:56:26.028847,0.0,False,Los Angeles,CA
123842,EVT00123843,LOAD00061922,TRIP00061922,Pickup,FAC00010,2026-03-07 09:00:00.000000,2026-03-07 09:02:55.108800,67.0,True,Charlotte,NC
123843,EVT00123844,LOAD00061922,TRIP00061922,Delivery,FAC00011,2026-03-09 11:50:55.108800,2026-03-09 10:13:18.680633,89.0,True,Portland,OR
123844,EVT00123845,LOAD00061923,TRIP00061923,Pickup,FAC00040,2026-03-07 16:00:00.000000,2026-03-07 17:44:05.590446,0.0,True,Philadelphia,PA
123845,EVT00123846,LOAD00061923,TRIP00061923,Delivery,FAC00026,2026-03-07 19:14:05.590446,2026-03-07 19:39:03.458177,158.0,True,New York,NY
123846,EVT00123847,LOAD00061924,TRIP00061924,Pickup,FAC00039,2026-03-07 12:00:00.000000,2026-03-07 11:58:11.966729,17.0,True,Detroit,MI
123847,EVT00123848,LOAD00061924,TRIP00061924,Delivery,FAC00017,2026-03-08 12:40:11.966729,2026-03-08 10:29:10.830903,28.0,False,Houston,TX
123848,EVT00123849,LOAD00061925,TRIP00061925,Pickup,FAC00007,2026-03-07 11:00:00.000000,2026-03-07 12:27:08.821038,26.0,True,Kansas City,MO
123849,EVT00123850,LOAD00061925,TRIP00061925,Delivery,FAC00028,2026-03-08 20:09:08.821038,2026-03-09 01:09:11.787711,2.0,False,Portland,OR
123850,EVT00123851,LOAD00061926,TRIP00061926,Pickup,FAC00019,2026-03-07 17:00:00.000000,2026-03-07 15:29:39.436765,114.0,True,New York,NY
123851,EVT00123852,LOAD00061926,TRIP00061926,Delivery,FAC00008,2026-03-07 16:59:39.436765,2026-03-07 17:46:49.791025,203.0,True,Philadelphia,PA
123852,EVT00123853,LOAD00061927,TRIP00061927,Pickup,FAC00013,2026-03-07 13:00:00.000000,2026-03-07 14:59:07.260434,113.0,True,Dallas,TX
123853,EVT00123854,LOAD00061927,TRIP00061927,Delivery,FAC00050,2026-03-08 04:53:07.260434,2026-03-08 01:59:25.573423,98.0,False,Indianapolis,IN
123854,EVT00123855,LOAD00061928,TRIP00061928,Pickup,FAC00036,2026-03-07 11:00:00.000000,2026-03-07 12:05:24.219727,178.0,True,Seattle,WA
123855,EVT00123856,LOAD00061928,TRIP00061928,Delivery,FAC00008,2026-03-09 06:11:24.219727,2026-03-09 06:20:03.399896,0.0,True,Indianapolis,IN
123856,EVT00123857,LOAD00061929,TRIP00061929,Pickup,FAC00043,2026-03-07 08:00:00.000000,2026-03-07 10:38:59.407080,35.0,False,Dallas,TX
123857,EVT00123858,LOAD00061929,TRIP00061929,Delivery,FAC00049,2026-03-07 23:08:59.407080,2026-03-08 05:04:01.826798,55.0,False,Denver,CO
123858,EVT00123859,LOAD00061930,TRIP00061930,Pickup,FAC00050,2026-03-07 08:00:00.000000,2026-03-07 08:40:50.190635,9.0,True,Charlotte,NC
123859,EVT00123860,LOAD00061930,TRIP00061930,Delivery,FAC00043,2026-03-08 13:28:50.190635,2026-03-08 13:55:02.808290,232.0,True,Denver,CO
123860,EVT00123861,LOAD00061931,TRIP00061931,Pickup,FAC00017,2026-03-07 07:00:00.000000,2026-03-07 06:59:47.008639,0.0,True,Portland,OR
123861,EVT00123862,LOAD00061931,TRIP00061931,Delivery,FAC00018,2026-03-09 07:17:47.008639,2026-03-09 04:47:16.191479,40.0,False,Columbus,OH
123862,EVT00123863,LOAD00061932,TRIP00061932,Pickup,FAC00007,2026-03-07 18:00:00.000000,2026-03-07 20:10:28.728833,0.0,False,Dallas,TX
123863,EVT00123864,LOAD00061932,TRIP00061932,Delivery,FAC00001,2026-03-08 23:04:28.728833,2026-03-08 23:31:06.422200,115.0,True,New York,NY
123864,EVT00123865,LOAD00061933,TRIP00061933,Pickup,FAC00002,2026-03-07 14:00:00.000000,2026-03-07 15:33:39.504916,61.0,True,Philadelphia,PA
123865,EVT00123866,LOAD00061933,TRIP00061933,Delivery,FAC00030,2026-03-09 12:03:39.504916,2026-03-09 15:59:08.326007,12.0,False,Seattle,WA
123866,EVT00123867,LOAD00061934,TRIP00061934,Pickup,FAC00040,2026-03-07 15:00:00.000000,2026-03-07 13:53:19.135577,0.0,True,Minneapolis,MN
123867,EVT00123868,LOAD00061934,TRIP00061934,Delivery,FAC00002,2026-03-08 07:23:19.135577,2026-03-08 05:36:14.605261,40.0,True,Atlanta,GA
123868,EVT00123869,LOAD00061935,TRIP00061935,Pickup,FAC00037,2026-03-07 09:00:00.000000,2026-03-07 08:42:10.238363,8.0,True,Kansas City,MO
123869,EVT00123870,LOAD00061935,TRIP00061935,Delivery,FAC00032,2026-03-08 01:00:10.238363,2026-03-08 04:58:40.008211,137.0,False,Charlotte,NC
123870,EVT00123871,LOAD00061936,TRIP00061936,Pickup,FAC00028,2026-03-07 18:00:00.000000,2026-03-07 18:50:03.161985,0.0,True,Houston,TX
123871,EVT00123872,LOAD00061936,TRIP00061936,Delivery,FAC00030,2026-03-08 04:14:03.161985,2026-03-08 04:53:50.941646,145.0,True,Memphis,TN
123872,EVT00123873,LOAD00061937,TRIP00061937,Pickup,FAC00027,2026-03-07 07:00:00.000000,2026-03-07 08:09:45.899911,120.0,True,Denver,CO
123873,EVT00123874,LOAD00061937,TRIP00061937,Delivery,FAC00012,2026-03-07 19:09:45.899911,2026-03-07 16:50:56.208522,146.0,False,Kansas City,MO
123874,EVT00123875,LOAD00061938,TRIP00061938,Pickup,FAC00031,2026-03-07 13:00:00.000000,2026-03-07 14:37:05.250698,157.0,True,Phoenix,AZ
123875,EVT00123876,LOAD00061938,TRIP00061938,Delivery,FAC00009,2026-03-09 11:01:05.250698,2026-03-09 08:33:24.313088,137.0,False,Philadelphia,PA
123876,EVT00123877,LOAD00061939,TRIP00061939,Pickup,FAC00004,2026-03-07 15:00:00.000000,2026-03-07 15:57:08.699903,91.0,True,Dallas,TX
123877,EVT00123878,LOAD00061939,TRIP00061939,Delivery,FAC00041,2026-03-08 06:15:08.699903,2026-03-08 07:36:58.002673,0.0,True,Indianapolis,IN
123878,EVT00123879,LOAD00061940,TRIP00061940,Pickup,FAC00026,2026-03-07 11:00:00.000000,2026-03-07 11:08:42.452827,53.0,True,Memphis,TN
123879,EVT00123880,LOAD00061940,TRIP00061940,Delivery,FAC00033,2026-03-08 21:26:42.452827,2026-03-09 00:19:41.881220,86.0,False,Los Angeles,CA
123880,EVT00123881,LOAD00061941,TRIP00061941,Pickup,FAC00002,2026-03-07 08:00:00.000000,2026-03-07 07:17:36.359672,0.0,True,Columbus,OH
123881,EVT00123882,LOAD00061941,TRIP00061941,Delivery,FAC00002,2026-03-07 19:35:36.359672,2026-03-07 20:46:38.747942,38.0,True,Minneapolis,MN
123882,EVT00123883,LOAD00061942,TRIP00061942,Pickup,FAC00038,2026-03-07 11:00:00.000000,2026-03-07 09:38:30.609554,107.0,True,Seattle,WA
123883,EVT00123884,LOAD00061942,TRIP00061942,Delivery,FAC00026,2026-03-09 00:44:30.609554,2026-03-09 01:20:13.178613,205.0,True,Houston,TX
123884,EVT00123885,LOAD00061943,TRIP00061943,Pickup,FAC00042,2026-03-07 15:00:00.000000,2026-03-07 15:51:02.447927,166.0,True,Dallas,TX
123885,EVT00123886,LOAD00061943,TRIP00061943,Delivery,FAC00003,2026-03-08 07:45:02.447927,2026-03-08 10:08:43.319075,220.0,False,Indianapolis,IN
123886,EVT00123887,LOAD00061944,TRIP00061944,Pickup,FAC00043,2026-03-07 15:00:00.000000,2026-03-07 16:39:37.580338,133.0,True,Charlotte,NC
123887,EVT00123888,LOAD00061944,TRIP00061944,Delivery,FAC00050,2026-03-09 11:15:37.580338,2026-03-09 10:54:59.299058,77.0,True,Seattle,WA
123888,EVT00123889,LOAD00061945,TRIP00061945,Pickup,FAC00050,2026-03-07 18:00:00.000000,2026-03-07 19:20:35.402611,86.0,True,Phoenix,AZ
123889,EVT00123890,LOAD00061945,TRIP00061945,Delivery,FAC00028,2026-03-08 15:32:35.402611,2026-03-08 21:23:21.985089,200.0,False,Kansas City,MO
123890,EVT00123891,LOAD00061946,TRIP00061946,Pickup,FAC00014,2026-03-07 12:00:00.000000,2026-03-07 13:18:20.421104,26.0,True,Kansas City,MO
123891,EVT00123892,LOAD00061946,TRIP00061946,Delivery,FAC00013,2026-03-08 04:18:20.421104,2026-03-08 02:03:41.877849,91.0,False,Atlanta,GA
123892,EVT00123893,LOAD00061947,TRIP00061947,Pickup,FAC00033,2026-03-07 12:00:00.000000,2026-03-07 14:37:14.390770,0.0,False,Memphis,TN
123893,EVT00123894,LOAD00061947,TRIP00061947,Delivery,FAC00038,2026-03-08 20:13:14.390770,2026-03-09 00:22:32.121254,109.0,False,Los Angeles,CA
123894,EVT00123895,LOAD00061948,TRIP00061948,Pickup,FAC00001,2026-03-07 16:00:00.000000,2026-03-07 16:42:54.312410,0.0,True,Philadelphia,PA
123895,EVT00123896,LOAD00061948,TRIP00061948,Delivery,FAC00022,2026-03-08 14:48:54.312410,2026-03-08 14:28:18.531535,0.0,True,Minneapolis,MN
123896,EVT00123897,LOAD00061949,TRIP00061949,Pickup,FAC00032,2026-03-07 09:00:00.000000,2026-03-07 12:29:37.715837,135.0,False,Charlotte,NC
123897,EVT00123898,LOAD00061949,TRIP00061949,Delivery,FAC00045,2026-03-07 22:35:37.715837,2026-03-08 03:45:21.849884,107.0,False,Memphis,TN
123898,EVT00123899,LOAD00061950,TRIP00061950,Pickup,FAC00035,2026-03-07 07:00:00.000000,2026-03-07 08:54:44.477620,167.0,True,Kansas City,MO
123899,EVT00123900,LOAD00061950,TRIP00061950,Delivery,FAC00003,2026-03-08 18:48:44.477620,2026-03-08 21:08:04.654377,0.0,False,Portland,OR
123900,EVT00123901,LOAD00061951,TRIP00061951,Pickup,FAC00007,2026-03-07 15:00:00.000000,2026-03-07 16:18:57.689070,45.0,True,Houston,TX
123901,EVT00123902,LOAD00061951,TRIP00061951,Delivery,FAC00011,2026-03-08 17:24:57.689070,2026-03-08 19:24:34.528171,204.0,True,Detroit,MI
123902,EVT00123903,LOAD00061952,TRIP00061952,Pickup,FAC00040,2026-03-07 06:00:00.000000,2026-03-07 08:13:57.994889,0.0,False,Charlotte,NC
123903,EVT00123904,LOAD00061952,TRIP00061952,Delivery,FAC00027,2026-03-08 09:13:57.994889,2026-03-08 12:37:10.992786,210.0,False,Denver,CO
123904,EVT00123905,LOAD00061953,TRIP00061953,Pickup,FAC00037,2026-03-07 18:00:00.000000,2026-03-07 18:29:58.045173,0.0,True,Columbus,OH
123905,EVT00123906,LOAD00061953,TRIP00061953,Delivery,FAC00011,2026-03-09 08:17:58.045173,2026-03-09 06:23:42.336793,135.0,True,Los Angeles,CA
123906,EVT00123907,LOAD00061954,TRIP00061954,Pickup,FAC00029,2026-03-07 08:00:00.000000,2026-03-07 09:50:03.575730,74.0,True,Portland,OR
123907,EVT00123908,LOAD00061954,TRIP00061954,Delivery,FAC00011,2026-03-09 02:08:03.575730,2026-03-08 23:11:38.038597,44.0,False,Detroit,MI
123908,EVT00123909,LOAD00061955,TRIP00061955,Pickup,FAC00050,2026-03-07 14:00:00.000000,2026-03-07 15:33:29.587597,0.0,True,Minneapolis,MN
123909,EVT00123910,LOAD00061955,TRIP00061955,Delivery,FAC00025,2026-03-08 12:21:29.587597,2026-03-08 14:11:57.608719,151.0,True,Houston,TX
123910,EVT00123911,LOAD00061956,TRIP00061956,Pickup,FAC00016,2026-03-07 10:00:00.000000,2026-03-07 09:13:30.851048,146.0,True,Minneapolis,MN
123911,EVT00123912,LOAD00061956,TRIP00061956,Delivery,FAC00019,2026-03-08 08:25:30.851048,2026-03-08 14:00:06.596653,191.0,False,Houston,TX
123912,EVT00123913,LOAD00061957,TRIP00061957,Pickup,FAC00007,2026-03-07 06:00:00.000000,2026-03-07 06:32:50.619412,133.0,True,Memphis,TN
123913,EVT00123914,LOAD00061957,TRIP00061957,Delivery,FAC00023,2026-03-08 18:44:50.619412,2026-03-08 22:19:21.254653,11.0,False,Los Angeles,CA
123914,EVT00123915,LOAD00061958,TRIP00061958,Pickup,FAC00034,2026-03-07 15:00:00.000000,2026-03-07 18:51:48.229645,133.0,False,Chicago,IL
123915,EVT00123916,LOAD00061958,TRIP00061958,Delivery,FAC00025,2026-03-08 08:09:48.229645,2026-03-08 11:12:33.305796,141.0,False,Charlotte,NC
123916,EVT00123917,LOAD00061959,TRIP00061959,Pickup,FAC00035,2026-03-07 18:00:00.000000,2026-03-07 20:06:30.792091,84.0,False,Detroit,MI
123917,EVT00123918,LOAD00061959,TRIP00061959,Delivery,FAC00009,2026-03-08 18:48:30.792091,2026-03-08 16:19:03.969339,0.0,False,Houston,TX
123918,EVT00123919,LOAD00061960,TRIP00061960,Pickup,FAC00039,2026-03-07 16:00:00.000000,2026-03-07 14:57:57.383596,0.0,True,Kansas City,MO
123919,EVT00123920,LOAD00061960,TRIP00061960,Delivery,FAC00039,2026-03-08 00:57:57.383596,2026-03-08 06:47:52.195987,205.0,False,Indianapolis,IN
123920,EVT00123921,LOAD00061961,TRIP00061961,Pickup,FAC00047,2026-03-07 14:00:00.000000,2026-03-07 14:55:57.391796,1.0,True,Columbus,OH
123921,EVT00123922,LOAD00061961,TRIP00061961,Delivery,FAC00033,2026-03-08 02:25:57.391796,2026-03-08 04:37:23.402376,95.0,False,Minneapolis,MN
123922,EVT00123923,LOAD00061962,TRIP00061962,Pickup,FAC00050,2026-03-07 13:00:00.000000,2026-03-07 15:10:27.709422,73.0,False,Kansas City,MO
123923,EVT00123924,LOAD00061962,TRIP00061962,Delivery,FAC00021,2026-03-08 06:10:27.709422,2026-03-08 04:37:43.666619,51.0,True,Charlotte,NC
123924,EVT00123925,LOAD00061963,TRIP00061963,Pickup,FAC00017,2026-03-07 06:00:00.000000,2026-03-07 09:35:37.257720,61.0,False,Phoenix,AZ
123925,EVT00123926,LOAD00061963,TRIP00061963,Delivery,FAC00002,2026-03-08 07:11:37.257720,2026-03-08 04:13:49.613395,122.0,False,Kansas City,MO
123926,EVT00123927,LOAD00061964,TRIP00061964,Pickup,FAC00043,2026-03-07 11:00:00.000000,2026-03-07 10:30:51.600487,7.0,True,Minneapolis,MN
123927,EVT00123928,LOAD00061964,TRIP00061964,Delivery,FAC00013,2026-03-08 17:24:51.600487,2026-03-08 19:55:08.946442,62.0,False,Los Angeles,CA
123928,EVT00123929,LOAD00061965,TRIP00061965,Pickup,FAC00006,2026-03-07 13:00:00.000000,2026-03-07 11:57:49.288158,10.0,True,Chicago,IL
123929,EVT00123930,LOAD00061965,TRIP00061965,Delivery,FAC00026,2026-03-09 02:51:49.288158,2026-03-09 05:39:00.463175,0.0,False,Los Angeles,CA
123930,EVT00123931,LOAD00061966,TRIP00061966,Pickup,FAC00017,2026-03-07 17:00:00.000000,2026-03-07 17:55:14.387961,177.0,True,Dallas,TX
123931,EVT00123932,LOAD00061966,TRIP00061966,Delivery,FAC00030,2026-03-08 23:31:14.387961,2026-03-09 01:36:02.226247,194.0,False,New York,NY
123932,EVT00123933,LOAD00061967,TRIP00061967,Pickup,FAC00015,2026-03-07 16:00:00.000000,2026-03-07 14:56:55.437390,122.0,True,Minneapolis,MN
123933,EVT00123934,LOAD00061967,TRIP00061967,Delivery,FAC00018,2026-03-08 11:44:55.437390,2026-03-08 13:44:48.888494,235.0,True,Houston,TX
123934,EVT00123935,LOAD00061968,TRIP00061968,Pickup,FAC00044,2026-03-07 07:00:00.000000,2026-03-07 08:12:15.532234,142.0,True,Memphis,TN
123935,EVT00123936,LOAD00061968,TRIP00061968,Delivery,FAC00031,2026-03-08 00:06:15.532234,2026-03-08 05:47:20.966766,0.0,False,Minneapolis,MN
123936,EVT00123937,LOAD00061969,TRIP00061969,Pickup,FAC00022,2026-03-07 13:00:00.000000,2026-03-07 13:00:37.342120,140.0,True,Miami,FL
123937,EVT00123938,LOAD00061969,TRIP00061969,Delivery,FAC00014,2026-03-08 12:06:37.342120,2026-03-08 10:01:43.809695,149.0,False,Philadelphia,PA
123938,EVT00123939,LOAD00061970,TRIP00061970,Pickup,FAC00031,2026-03-07 11:00:00.000000,2026-03-07 13:53:29.031209,0.0,False,Seattle,WA
123939,EVT00123940,LOAD00061970,TRIP00061970,Delivery,FAC00007,2026-03-09 14:05:29.031209,2026-03-09 16:24:25.680675,188.0,False,Charlotte,NC
123940,EVT00123941,LOAD00061971,TRIP00061971,Pickup,FAC00032,2026-03-08 12:00:00.000000,2026-03-08 15:27:55.702787,89.0,False,Philadelphia,PA
123941,EVT00123942,LOAD00061971,TRIP00061971,Delivery,FAC00028,2026-03-09 10:09:55.702787,2026-03-09 12:46:43.398125,72.0,False,Minneapolis,MN
123942,EVT00123943,LOAD00061972,TRIP00061972,Pickup,FAC00041,2026-03-08 17:00:00.000000,2026-03-08 15:12:52.171574,0.0,True,Dallas,TX
123943,EVT00123944,LOAD00061972,TRIP00061972,Delivery,FAC00049,2026-03-09 08:06:52.171574,2026-03-09 09:12:06.303079,204.0,True,Indianapolis,IN
123944,EVT00123945,LOAD00061973,TRIP00061973,Pickup,FAC00006,2026-03-08 11:00:00.000000,2026-03-08 14:13:30.981654,1.0,False,Portland,OR
123945,EVT00123946,LOAD00061973,TRIP00061973,Delivery,FAC00023,2026-03-10 10:43:30.981654,2026-03-10 14:13:35.483192,28.0,False,Detroit,MI
123946,EVT00123947,LOAD00061974,TRIP00061974,Pickup,FAC00018,2026-03-08 09:00:00.000000,2026-03-08 11:39:11.662522,117.0,False,Kansas City,MO
123947,EVT00123948,LOAD00061974,TRIP00061974,Delivery,FAC00034,2026-03-09 00:57:11.662522,2026-03-09 05:20:39.600421,199.0,False,Atlanta,GA
123948,EVT00123949,LOAD00061975,TRIP00061975,Pickup,FAC00035,2026-03-08 12:00:00.000000,2026-03-08 12:18:37.641992,54.0,True,Kansas City,MO
123949,EVT00123950,LOAD00061975,TRIP00061975,Delivery,FAC00010,2026-03-09 04:06:37.641992,2026-03-09 04:39:33.857447,16.0,True,Charlotte,NC
123950,EVT00123951,LOAD00061976,TRIP00061976,Pickup,FAC00006,2026-03-08 11:00:00.000000,2026-03-08 10:41:19.951741,39.0,True,New York,NY
123951,EVT00123952,LOAD00061976,TRIP00061976,Delivery,FAC00014,2026-03-08 12:35:19.951741,2026-03-08 17:24:13.961967,113.0,False,Philadelphia,PA
123952,EVT00123953,LOAD00061977,TRIP00061977,Pickup,FAC00050,2026-03-08 17:00:00.000000,2026-03-08 20:51:01.269924,5.0,False,Las Vegas,NV
123953,EVT00123954,LOAD00061977,TRIP00061977,Delivery,FAC00048,2026-03-09 20:15:01.269924,2026-03-09 19:15:47.178629,145.0,True,Kansas City,MO
123954,EVT00123955,LOAD00061978,TRIP00061978,Pickup,FAC00006,2026-03-08 08:00:00.000000,2026-03-08 09:16:03.179000,0.0,True,Columbus,OH
123955,EVT00123956,LOAD00061978,TRIP00061978,Delivery,FAC00011,2026-03-08 23:46:03.179000,2026-03-09 00:18:29.970892,62.0,True,Minneapolis,MN
